项目名称,项目类别,申报地区或单位,详情链接
甲搓,传统舞蹈,四川省盐源县,https://www.ihchina.cn/project_details/13053.html
博巴森根,传统舞蹈,四川省理县,https://www.ihchina.cn/project_details/13054.html
彝族铃铛舞,传统舞蹈,贵州省赫章县,https://www.ihchina.cn/project_details/13055.html
彝族打歌,传统舞蹈,云南省巍山彝族回族自治县,https://www.ihchina.cn/project_details/13056.html
彝族跳菜,传统舞蹈,云南省南涧彝族自治县,https://www.ihchina.cn/project_details/13057.html
彝族老虎笙,传统舞蹈,云南省双柏县,https://www.ihchina.cn/project_details/13058.html
彝族左脚舞,传统舞蹈,云南省牟定县,https://www.ihchina.cn/project_details/13059.html
乐作舞,传统舞蹈,云南省红河县,https://www.ihchina.cn/project_details/13060.html
彝族三弦舞（阿细跳月）,传统舞蹈,云南省弥勒县,https://www.ihchina.cn/project_details/13062.html
彝族三弦舞（撒尼大三弦）,传统舞蹈,云南省石林彝族自治县,https://www.ihchina.cn/project_details/13061.html
纳西族热美蹉,传统舞蹈,云南省丽江市古城区,https://www.ihchina.cn/project_details/13063.html
布朗族蜂桶鼓舞,传统舞蹈,云南省双江拉祜族佤族布朗族傣族自治县,https://www.ihchina.cn/project_details/13064.html
普米族搓蹉,传统舞蹈,云南省兰坪白族普米族自治县,https://www.ihchina.cn/project_details/13065.html
拉祜族芦笙舞,传统舞蹈,云南省澜沧拉祜族自治县,https://www.ihchina.cn/project_details/13066.html
宣舞（古格宣舞）,传统舞蹈,西藏自治区札达县,https://www.ihchina.cn/project_details/13068.html
宣舞（普堆巴宣舞）,传统舞蹈,西藏自治区墨竹工卡县,https://www.ihchina.cn/project_details/13067.html
宣舞（札达卡尔玛宣舞）,传统舞蹈,西藏自治区阿里地区,https://www.ihchina.cn/project_details/13069.html
拉萨囊玛,传统舞蹈,西藏自治区拉萨市,https://www.ihchina.cn/project_details/13070.html
堆谐（拉孜堆谐）,传统舞蹈,西藏自治区拉孜县,https://www.ihchina.cn/project_details/13071.html
堆谐（甘孜踢踏）,传统舞蹈,四川省甘孜县,https://www.ihchina.cn/project_details/13072.html
谐钦（拉萨纳如谐钦）,传统舞蹈,西藏自治区拉萨市城关区,https://www.ihchina.cn/project_details/13074.html
谐钦（南木林土布加谐钦）,传统舞蹈,西藏自治区南木林县,https://www.ihchina.cn/project_details/13073.html
谐钦（尼玛乡谐钦）,传统舞蹈,西藏自治区班戈县,https://www.ihchina.cn/project_details/13075.html
阿谐（达布阿谐）,传统舞蹈,西藏自治区比如县,https://www.ihchina.cn/project_details/13076.html
嘎尔,传统舞蹈,西藏自治区,https://www.ihchina.cn/project_details/13077.html
芒康三弦舞,传统舞蹈,西藏自治区芒康县,https://www.ihchina.cn/project_details/13078.html
定日洛谐,传统舞蹈,西藏自治区定日县,https://www.ihchina.cn/project_details/13079.html
旦嘎甲谐,传统舞蹈,西藏自治区萨嘎县,https://www.ihchina.cn/project_details/13080.html
廓孜,传统舞蹈,西藏自治区曲水县,https://www.ihchina.cn/project_details/13081.html
多地舞,传统舞蹈,甘肃省舟曲县,https://www.ihchina.cn/project_details/13082.html
巴郎鼓舞,传统舞蹈,甘肃省卓尼县,https://www.ihchina.cn/project_details/13083.html
藏族螭鼓舞,传统舞蹈,青海省循化撒拉族自治县,https://www.ihchina.cn/project_details/13084.html
则柔（尚尤则柔）,传统舞蹈,青海省贵德县,https://www.ihchina.cn/project_details/13085.html
蒙古族萨吾尔登,传统舞蹈,新疆维吾尔自治区和静县,https://www.ihchina.cn/project_details/13086.html
萨吾尔登,传统舞蹈,新疆维吾尔自治区博湖县,https://www.ihchina.cn/project_details/13087.html
萨吾尔登,传统舞蹈,内蒙古自治区阿拉善盟额济纳旗,https://www.ihchina.cn/project_details/23669.html
锡伯族贝伦舞,传统舞蹈,新疆维吾尔自治区察布查尔锡伯自治县,https://www.ihchina.cn/project_details/13088.html
维吾尔族赛乃姆,传统舞蹈,新疆维吾尔自治区哈密地区,https://www.ihchina.cn/project_details/13089.html
维吾尔族赛乃姆,传统舞蹈,新疆维吾尔自治区莎车县,https://www.ihchina.cn/project_details/13090.html
赛乃姆（若羌赛乃姆）,传统舞蹈,新疆维吾尔自治区若羌县,https://www.ihchina.cn/project_details/13092.html
赛乃姆（且末赛乃姆）,传统舞蹈,新疆维吾尔自治区且末县,https://www.ihchina.cn/project_details/13093.html
赛乃姆（库尔勒赛乃姆）,传统舞蹈,新疆维吾尔自治区库尔勒市,https://www.ihchina.cn/project_details/13091.html
赛乃姆（伊犁赛乃姆）,传统舞蹈,新疆维吾尔自治区伊宁县,https://www.ihchina.cn/project_details/13095.html
赛乃姆（库车赛乃姆）,传统舞蹈,新疆维吾尔自治区库车县,https://www.ihchina.cn/project_details/13094.html
赛乃姆（和田赛乃姆）,传统舞蹈,新疆维吾尔自治区于田县,https://www.ihchina.cn/project_details/13096.html
跳马伕,传统舞蹈,江苏省如东县,https://www.ihchina.cn/project_details/13097.html
仗鼓舞（桑植仗鼓舞）,传统舞蹈,湖南省桑植县,https://www.ihchina.cn/project_details/13098.html
南县地花鼓,传统舞蹈,湖南省南县,https://www.ihchina.cn/project_details/13099.html
跳花棚,传统舞蹈,广东省化州市,https://www.ihchina.cn/project_details/13100.html
老古舞,传统舞蹈,海南省白沙黎族自治县,https://www.ihchina.cn/project_details/13101.html
跳曹盖,传统舞蹈,四川省平武县,https://www.ihchina.cn/project_details/13102.html
棕扇舞,传统舞蹈,云南省元江哈尼族彝族傣族自治县,https://www.ihchina.cn/project_details/13103.html
鄂温克族萨满舞,传统舞蹈,内蒙古自治区根河市,https://www.ihchina.cn/project_details/13104.html
协荣仲孜,传统舞蹈,西藏自治区曲水县,https://www.ihchina.cn/project_details/13105.html
普兰果尔孜,传统舞蹈,西藏自治区阿里地区,https://www.ihchina.cn/project_details/13106.html
陈塘夏尔巴歌舞,传统舞蹈,西藏自治区定结县,https://www.ihchina.cn/project_details/13107.html
巴当舞,传统舞蹈,甘肃省岷县,https://www.ihchina.cn/project_details/13108.html
安昭,传统舞蹈,青海省互助土族自治县,https://www.ihchina.cn/project_details/13109.html
萨玛舞,传统舞蹈,新疆维吾尔自治区喀什市,https://www.ihchina.cn/project_details/13110.html
哈萨克族卡拉角勒哈,传统舞蹈,新疆维吾尔自治区伊犁哈萨克自治州,https://www.ihchina.cn/project_details/13111.html
太子务武吵子,传统舞蹈,北京市大兴区 ,https://www.ihchina.cn/project_details/13112.html
左权小花戏,传统舞蹈,山西省左权县 ,https://www.ihchina.cn/project_details/13113.html
博舞,传统舞蹈,吉林省前郭尔罗斯蒙古族自治县 ,https://www.ihchina.cn/project_details/13114.html
洪泽湖渔鼓,传统舞蹈,江苏省洪泽县 ,https://www.ihchina.cn/project_details/13115.html
洪泽湖渔鼓,传统舞蹈,江苏省泗洪县 ,https://www.ihchina.cn/project_details/13116.html
龙岩采茶灯,传统舞蹈,福建省龙岩市新罗区 ,https://www.ihchina.cn/project_details/13117.html
宜黄禾杠舞,传统舞蹈,江西省宜黄县 ,https://www.ihchina.cn/project_details/13118.html
耍老虎,传统舞蹈,河南省焦作市 ,https://www.ihchina.cn/project_details/13119.html
棕包脑,传统舞蹈,湖南省洞口县 ,https://www.ihchina.cn/project_details/13120.html
瑶族金锣舞,传统舞蹈,广西壮族自治区田东县 ,https://www.ihchina.cn/project_details/13121.html
玩牛,传统舞蹈,重庆市石柱土家族自治县 ,https://www.ihchina.cn/project_details/13122.html
古蔺花灯,传统舞蹈,四川省古蔺县 ,https://www.ihchina.cn/project_details/13123.html
登嘎甘（熊猫舞）,传统舞蹈,四川省九寨沟县 ,https://www.ihchina.cn/project_details/13124.html
阿妹戚托,传统舞蹈,贵州省晴隆县 ,https://www.ihchina.cn/project_details/13125.html
布依族转场舞,传统舞蹈,贵州省册亨县 ,https://www.ihchina.cn/project_details/13126.html
耳子歌,传统舞蹈,云南省大理白族自治州 ,https://www.ihchina.cn/project_details/13127.html
铓鼓舞,传统舞蹈,云南省建水县 ,https://www.ihchina.cn/project_details/13128.html
水鼓舞,传统舞蹈,云南省瑞丽市 ,https://www.ihchina.cn/project_details/13129.html
怒族达比亚舞,传统舞蹈,云南省福贡县 ,https://www.ihchina.cn/project_details/13130.html
锅哇（玉树武士舞）,传统舞蹈,青海省玉树藏族自治州 ,https://www.ihchina.cn/project_details/13131.html
纳孜库姆,传统舞蹈,新疆维吾尔自治区吐鲁番市,https://www.ihchina.cn/project_details/13132.html
六郎庄五虎棍,传统舞蹈,北京市海淀区,https://www.ihchina.cn/project_details/23468.html
翼城浑身板,传统舞蹈,山西省临汾市翼城县,https://www.ihchina.cn/project_details/23469.html
泰兴花鼓,传统舞蹈,江苏省泰州市泰兴市,https://www.ihchina.cn/project_details/23470.html
佾舞,传统舞蹈,福建省福州市福清市,https://www.ihchina.cn/project_details/23471.html
阴阳板,传统舞蹈,山东省济宁市邹城市,https://www.ihchina.cn/project_details/23472.html
海南苗族盘皇舞,传统舞蹈,海南省五指山市,https://www.ihchina.cn/project_details/23473.html
多耶,传统舞蹈,广西壮族自治区柳州市三江侗族自治县,https://www.ihchina.cn/project_details/23474.html
壮族打扁担,传统舞蹈,广西壮族自治区河池市都安瑶族自治县,https://www.ihchina.cn/project_details/23475.html
苗族古瓢舞,传统舞蹈,贵州省黔东南苗族侗族自治州,https://www.ihchina.cn/project_details/23476.html
傣族白象、马鹿舞,传统舞蹈,云南省,https://www.ihchina.cn/project_details/23477.html
陇西云阳板,传统舞蹈,甘肃省定西市陇西县,https://www.ihchina.cn/project_details/23478.html
黄羊钱鞭,传统舞蹈,宁夏回族自治区中卫市中宁县,https://www.ihchina.cn/project_details/23479.html
俄罗斯族踢踏舞,传统舞蹈,新疆维吾尔自治区塔城地区塔城市,https://www.ihchina.cn/project_details/23480.html
